🆕,D,S,NAME,PARENT TYPE,TYPE,BRAND,ORIGIN,ABV,DNGR ,SHWN ,FINAL,DONGER COMMENTS,SHAWOOBOO COMMENTS
,,,Remember When,PALE LAGERS,Festbier / Wiesnbier,EVERYWHERE ,"Orange, CA",5.8%,3.2,3.4,3.3,This session IPA is an insult to festbiers. ,"hop water, fuck you for calling it a festbier"
,,,Golden Road Keller Pils,PALE LAGERS,Kellerbier / Zwickelbier,GOLDEN ROAD BREWING,"Los Angeles, CA",5.2%,3.0,3.4,3.2,"Americans love taking an un-hoppy beer style and making it really, really hoppy. ",liquid dryness
,,,Rychtar Premium 12°,PALE LAGERS,Bohemian / Czech Pilsner,PIVOVAR RYCHTAR HLINSKO,"Cechach, CZECH REPUBLIC",5.0%,4.0,2.3,3.2,"Corn-y nothing beer, reminiscent of High Life.",tastes of corn husk and fucking nothing
,,,Old Stove Pilsner,PALE LAGERS,Bohemian / Czech Pilsner,OLD STOVE BREWING COMPANY,"Seattle, WA",4.7%,,3.2,,,"malty, light sweetness, but overall lacking, kinda watery"
,,,Golf Cart Pilsner,PALE LAGERS,German Pilsner,GOLDEN ROAD BREWING,"Los Angeles, CA",5.5%,2.8,3.4,3.1,"""Intense hop aromas"" my fucking ass, that's literally not a pilsner. ","not a pils, would've been a pretty good ipa lol"
,,,King Minutia,PALE LAGERS,German Pilsner,RAD BEER COMPANY,"Anaheim, CA",5.1%,3.2,2.9,3.1,Pretentious label. Like a watered down IPA.,"dry, watered down soda water "
,,,Bud Light,PALE LAGERS,Light Lager,ANHEUSER-BUSCH COMPANIES,"**Los Angeles, CA",4.2%,3.0,3.0,3.0,Only slightly better than Miller Lite.,lol
,,,Lightswitch Lager,PALE LAGERS,Light Lager,BJ'S BREWHOUSE,"West Covina, CA",3.5%,3.5,2.3,2.9,Grocery store cans taste better.,literally no idea what i'm even drinking
,,,Pearl-Snap,PALE LAGERS,German Pilsner,AUSTIN BEERWORKS,"Austin, TX",5.3%,,2.8,,,"wheat flavored white claw, ""peach"" my asshole"
,,,Pacific Crest,PALE LAGERS,German Pilsner,CAMPSITE BREWING COMPANY,"Covina, CA",5.5%,2.5,2.2,2.4,The pure American craft brewer instinct to make even un-hoppy beer styles grossly hoppy.,"fuck you, ""pils"" my ass, hoppy af lager, a smear on the good name of pacific crest"
,,,Obolon Lager,PALE LAGERS,European Pale Lager,OBOLON JOINT STOCK COMPANY,"Kyiv, UKRAINE",5.2%,2.7,1.7,2.2,The aftertaste that gets worse as it leaves!™ ,tastes wrong
,,,Noho Boho,PALE LAGERS,Bohemian / Czech Pilsner,LAWLESS BREWING COMPANY,"Los Angeles, CA",5.3%,,2.2,,,tastes like a light beer that's really heavy on bitter
,,,Stella Artois ,PALE LAGERS,European Pale Lager,ANHEUSER-BUSCH INBEV,"Leuven, BELGIUM",5.0%,1.8,2.1,2.0,So much advertising for such a shit beer.,even the foam was gross
,,,Ayinger Jahrhundert Bier,PALE LAGERS,European / Dortmunder Export Lager,AYINGER PRIVATBRAUEREI,"Aying, GERMANY",5.5%,,,,,
🆕,,,Paka Pramen,PALE LAGERS,Bohemian / Czech Pilsner,PIVOVAR NOVÁ PAKA,"Nová Paka, CZECH REPUBLIC",3.5%,,,,,
🆕,,,Old Prague Bohemian Premium Lager,PALE LAGERS,Bohemian / Czech Pilsner,OLD PRAGUE DISTRIBUTION,"Kováň, Středočeský kraj, CZECH REPUBLIC",4.8%,,,,,
🆕,,,Bavarian Kittens,PALE LAGERS,Festbier / Wiesnbier,FAT ORANGE CAT BREW CO.,"North Haven, CT",5.5%,,,,,
,,,BJ's Oktoberfest,DARK LAGERS,Märzen,BJ'S BREWHOUSE,"West Covina, CA",5.6%,7.2,6.9,7.1,"Like a lager-y J. Red with a slightly woodsy, bitter finish. Pretty tasty. ",better than real marzens
,⭐,⭐,Secret Secret ,DARK LAGERS,Czech Dark Lager,WAYFINDER BEER,"Portland, OR",5.2%,7.0,7.0,7.0,"Sweet, roasty, malty coffee flavors and smells. Super slammable dark lager. ",a PROPER dark lager
,,,Gest,DARK LAGERS,Czech Dark Lager,ELSEWHERE BREWING ,"Atlanta, GA",4.7%,6.9,,,"Chocolatey, malty lager beer. Light body but big taste. Crisp finish with slight hop, like a dark pils. ",
,,,Hofbräu Dunkel,DARK LAGERS,Munich Dunkel,STAATLICHES HOFBRÄUHAUS IN MÜNCHEN,"Munich, GERMANY",5.5%,7.0,6.4,6.7,Chocolatey smooth. ,"smooth and easy to drink, the germans know what they do"
,,,El Oso,DARK LAGERS,American Amber / Red Lager,BEAR REPUBLIC BREWING COMPANY,"Ontario, CA",4.9%,6.2,6.9,6.6,"Mango Cart's darker, grapefruit themed cousin. Like drinking a fruitcake.","very very fruity, very very light"
,,,Warsteiner Premium Dunkel,DARK LAGERS,Munich Dunkel,WARSTEINER BRAUEREI,"Warsteiner, GERMANY",4.9%,7.2,5.8,6.5,Nice roasty coffee notes without being medicinal. Nutty and malty. ,"coffee, hazel, nice and ez drinking"
,,,Con Amor,DARK LAGERS,American Amber / Red Lager,COMMON SPACE BREWERY,"Hawthorne, CA",4.6%,,6.5,,,"slightly creamy body with decent amber notes, actually fantastic"
,,,Brooklyn Lager,DARK LAGERS,American Amber / Red Lager,BROOKLYN BREWERY,"Brooklyn, NY",5.2%,6.5,6.3,6.4,Hoppy and fruity in all the right places. ,"""damn that is juicy!"""
,,,Altbairisch Dunkel,DARK LAGERS,Munich Dunkel,AYINGER PRIVATBRAUEREI,"Aying, GERMANY",5.0%,,6.3,,,"chocolate, lite beer"
,,,Big Rock Amber Lager,DARK LAGERS,American Amber / Red Lager,MALIBU BREWING COMPANY,"Malibu, CA",5.9%,6.8,5.7,6.3,"Well rounded roasted maltiness. Dry, crisp, and refreshing. ","really, really malty, dry finish, sweet on the nose and initial"
,,,Cuffing Season,DARK LAGERS,American Amber / Red Lager,DEADBEACH BREWERY,"El Paso, TX",5.6%,,6.3,,,"definitely toasty, with a light finish and body, crispy on the tongue"
,,,Danish Red Lager,DARK LAGERS,Vienna Lager,FIGUEROA MOUNTAIN BREWING COMPANY,"Buellton, CA",5.0%,6.0,6.3,6.2,"Like a really rich ""normal beer.""","smells of wonderbread, tastes kinda like it too (The Stand Red: 5.3, marzen-esque, brownish in flavor)"
,,,Köstritz Schwarzbier,DARK LAGERS,Schwarzbier,KÖSTRITZER BREWERY," Bad Köstritz, GERMANY",4.8%,6.4,5.7,6.1,"Smooth , malty, and dark without any weird medicinal plot twists. ",clean dark beer with no potion ingredients
,,,No Mistakes,DARK LAGERS,Schwarzbier,CLOUDBURST BREWING,"Seattle, WA",5.4%,6.5,5.7,6.1,Slightest hints of coffee. Excellent crisp and clean dark lager. ,"slightly smokey brown ale, really nice, sessionable"
,,,Karl Strauss Oktoberfest,DARK LAGERS,Märzen,KARL STRAUSS BREWING COMPANY,"San Diego, CA",5.0%,5.6,6.2,5.9,"Not quite like traditional marzens, but not as good as BJ's, as usual. ","pretty darn good, nice aftertaste of butterscotch"
,,,Hacker-Pschorr Oktoberfest Märzen,DARK LAGERS,Märzen,HACKER-PSCHORR BRÄU,"Munich, GERMANY",5.8%,5.4,5.9,5.7,Not nearly as bitter as Paulaner's marzen.,much better than Paulaner
🆕,,,Coedo Shikoku,DARK LAGERS,Schwarzbier,KYODO SHOJI KOEDO BREWERY,"Saitama, JAPAN",5.0%,6.0,5.0,5.5,"Super light bodied. The most coffee-esque beer so far. Mineral, tart, and sharp flavors. ","off but not in a bad way for a smoke beer, smells salty, tart on tongue, worcestershire sauce"
,,,Negra Modelo,DARK LAGERS,Munich Dunkel,GRUPO MODELO,"Mexico City, MEXICO",5.4%,5.5,5.5,5.5,The best cheap dark beer that comes in a 40.,"modelo after dark, the modelo you drink if you want less than 20 beers in a night"
,,,Abita Amber Lager,DARK LAGERS,American Amber / Red Lager,ABITA BREWING COMPANY,"Covington, LA",4.5%,5.8,5.0,5.4,Sweet off the top and some nice hoppy fragrance.,red apple cider beer
,,,Austin Amber,DARK LAGERS,American Amber / Red Lager,INDEPENDENCE BREWING CO.,"Austin, TX",6.0%,,5.4,,,"weak amber, but fantastic for slamming"
,,,Dinkelacker Oktoberfestbier Märzen,DARK LAGERS,Märzen,FAMILILIENBRAUEREI DINKELACKER,"Stuttgart, GERMANY",5.6%,5.5,5.3,5.4,"Slammable, so fits the bill for ""festbier"" marzen. Dark fruit, caramel, finishes on the light side.",light tasty dark fruit marzen
,,,Ayinger Oktober Fest-Märzen,DARK LAGERS,Märzen,AYINGER PRIVATBRAUEREI,"Aying, GERMANY",5.8%,5.4,5.2,5.3,"A light marzen, but I think that's why we liked it.",clean but kinda a meh watery marzen
,,,Daria,DARK LAGERS,Czech Dark Lager,ST. ELMO BREWING COMPANY,"Austin, TX",4.6%,,5.3,,,"amber lager indeed, faint coffee notes"
,,,Hopmonk Oktoberfest,DARK LAGERS,Märzen,ANDERSON VALLEY BREWING COMPANY,"Boonville, CA",7.0%,,5.2,,,a lighter marzen with signature buttery finish
,,,Marigold,DARK LAGERS,American Amber / Red Lager,FEATHERED SERPENT BREWERY,"La Puente, CA",6.0%,,5.2,,,"lite amber with a decent tang, crushable, slightly malty body"
,,,Paulaner Oktoberfest Märzen,DARK LAGERS,Märzen,PAULANER BRAUEREI MÜNCHEN,"Munich, GERMANY",5.8%,5.0,5.4,5.2,"Malty lager. Body finishes clean, but it's bitter.","try without asian fruit, heavy malt finishes bitter, odd choice bc i feel like you can't drink an ""oktoberfest"" amount of this stuff"
🆕,,,Tripping Animals Märzen,DARK LAGERS,Märzen,HARLAND BREWING COMPANY,"San Diego, CA",5.0%,4.8,5.3,5.1,"Dry, bitter in an odd way. Not too heavy or sweet. Not malty enough, methinks. ","dry, malty, lite for a marzen, but definitely slammable"
,,,Aecht Schlenkerla Rauchbier Märzen,DARK LAGERS,Rauchbier,BRAUEREIAUSSCHANK SCHLENKERLA,"Bamberg, GERMANY",5.1%,4.9,5.0,5.0,Very smoky smell and a plum juice herbalness. Comes off as a unique brown ale adjacent.,"smells like sausage, tastes like liquid smoke"
,,,Blacklight,DARK LAGERS,Czech Dark Lager,LAWLESS BREWING COMPANY,"Los Angeles, CA",5.2%,5.1,4.4,4.8,"How I imagined ""Asahi Black"" might taste.","lightly fizzy, decent sipping, better than guiness"
,,,Golden Road The Dunkel,DARK LAGERS,Munich Dunkel,GOLDEN ROAD BREWING,"Los Angeles, CA",5.3%,6.8,2.4,4.6,Nuts and malt in my mouth.,weird bbq sauce beer
,,,DeadBeach Lager,DARK LAGERS,American Amber / Red Lager,DEADBEACH BREWERY,"El Paso, TX",4.5%,,4.4,,,"an beer, with their signature toasty notes"
,,,KC Dunkel,DARK LAGERS,Munich Dunkel,KC BIER COMPANY,"Kansas City, MO",5.0%,5.0,3.8,4.4, An dark lager. Don't even think it's any better than Negra or Familiar. ,kinda tastes like nothing (again focomoco)
,,,Spaten Oktoberfest Ur-Märzen,DARK LAGERS,Märzen,SPATEN-FRANZISKANER BRÄU,"Munich, GERMANY",5.9%,4.2,4.6,4.4,Note: do not pair beer with fruit.,"""Tastes like beer!"""
,,,Weltenburger Kloster Barock Dunkel,DARK LAGERS,Munich Dunkel,WELTENBURGER KLOSTERBRAUEREI,"Weltenburg, GERMANY",4.7%,5.2,3.5,4.4,"I swear it smelled savory, like pork sung.",a weird sourish woody beer
,,,March Madness,DARK LAGERS,Märzen,LA BODEGA BREWING COMPANY,"Whittier, CA",5.5%,4.0,4.3,4.2,Amber ale-ass marzen. Why is it hoppy?,"watery marzen, bit of hops in the front of the tongue"
,,,Menabrea Ambrata,DARK LAGERS,Vienna Lager,BIRRA MENABREA,"Biella, ITALY",5.0%,4.0,4.2,4.1,"Tastes malty and clearly figgy, just overall sorta bland. Finishes watery.","watery fig beer, pretty interesting tho"
,,,Louvada Vienna,DARK LAGERS,Vienna Lager,CERVEJERIA LOUVADA,"Cuiabá, BRAZIL",5.4%,3.8,4.0,3.9,I can't really taste anything. Maybe just barely some light caramel lager flavors. ,it just tastes
,,,Solar Guillotine Dark Lager,DARK LAGERS,Schwarzbier,OLD STOVE BREWING COMPANY,"Seattle, WA",5.0%,,3.7,,,"""dark lager"" with a hint of BBQ sauce (i may be trippin)"
,,,New Belgium 1554,DARK LAGERS,European Dark Lager,NEW BELGIUM BREWING COMPANY,"Fort Collins, CO",6.0%,3.5,3.3,3.4,Smells toasty but tastes like a watery brown ale.,brown ale notes where it don't belong
,,,Mala Suerte,DARK LAGERS,Schwarzbier,LA BODEGA BREWING COMPANY,"Whittier, CA",4.9%,3.2,3.4,3.3,"Super mixed signals. Musky and smokey like a brown ale, then oddly hoppy.","musky start, then just kinda a brown watery beer"
,,,Aecht Schlenkerla Eiche,DARK LAGERS,Rauchbier,BRAUEREIAUSSCHANK SCHLENKERLA,"Bamberg, GERMANY",8.0%,2.4,3.5,3.0,Have you ever wanted to drink smoked pork?,liquid ham
,,,Hexenbier,DARK LAGERS,Märzen,GRANVILLE ISLAND BREWING COMPANY ,"Vancouver, CANADA",4.5%,,,,,
🆕,,,Samuel Adams Boston Lager,DARK LAGERS,Vienna Lager,BOSTON BEER COMPANY,"Boston, MA",5.0%,,,,,
,⭐,,Andechs Doppelbock Dunkel,BOCKS,Doppelbock,KLOSTERBRAUEREI ANDECHS,"Andechs, GERMANY",7.1%,8.0,7.3,7.7,Might have to revisit Celebrator. Like eating a gourmet dark chocolate bar. ,yum yum dark toffee
,⭐,,Celebrator,BOCKS,Doppelbock,AYINGER PRIVATBRAUEREI,"Aying, GERMANY",6.7%,7.2,7.0,7.1,Excellent malt. Don't mind that it's not that fizzy.,"delightfully fizzy, better on the second sip"
,,,Schneider Weisse Aventinus ,BOCKS,Eisbock,G. SCHNEIDER & SOHN,"Kelheim, GERMANY",12.0%,7.0,7.2,7.1,Thick and syruppy sweet with no sign of 12%.,"pure plum syrup, ain't nothing like it"
,,,Eibauer Das Bock,BOCKS,Bock,PRIVATBRAUEREI EIBAU,"Eibau, GERMANY",6.7%,6.8,6.8,6.8,Cheaper than the Weihen hefe with the same taste and smell. Not a bock though??,mmmm hazy hefe with no bock notes at all
,,,Weihenstephaner Vitus,BOCKS,Weizenbock,BAYERISCHE STAATSBRAUEREI WEIHENSTEPHAN,"Freising, GERMANY",7.7%,6.6,6.9,6.8,"Hefeweissbier but with +1 everything, including the bananas.",Banana Beer+
,,,1906 Reserva Especial,BOCKS,Maibock,HIJOS DE RIVERA ,"	A Coruña, SPAIN",6.5%,6.1,6.4,6.3,"Mildly sweet toasty, honey, caramel notes. Very crisp, and very, very smooth. ","a more complicated bock that i can't quite put my finger on, crisp and sessionable, less malty than i'd thought it'd smelled"
,,,Schwendl Festbock,BOCKS,Weizenbock,WEISSBRÄU SCHWENDL,"Tacherting, GERMANY",7.0%,6.0,6.5,6.3,"A little sweet, a little herbal. Can definitely taste the wheat ale in it. Smooth for 7%.","tripel notes, strong ale vibes"
,,,Schneider Weisse Tap 6: Mein Aventinus,BOCKS,Weizenbock,G. SCHNEIDER & SOHN,"Kelheim, GERMANY",8.2%,6.2,6.0,6.1,Darker and maltier than their standard hefe. Loses some of the refinement though.,"darker version of their hefe, but less satisfying"
,,,Weihenstephaner Korbinian,BOCKS,Doppelbock,BAYERISCHE STAATSBRAUEREI WEIHENSTEPHAN,"Freising, GERMANY",7.4%,6.7,5.3,6.0,Overall sweetness that just isn't as creamy and a bit more bitter than Celebrator.,Ban Lan Gen
,,,Crawford Bock,BOCKS,Bock,KARBACH BREWING COMPANY,"Houston, TX",4.5%,,5.7,,,"light nad nutty, definitely crushable"
,,,Einbecker Winter-Bock,BOCKS,Doppelbock,EINBECKER BRAUHAUS,"Einbeck, GERMANY",7.5%,5.5,5.4,5.5,"""An"" doppel. Good body and texture, sorta meh maltiness. Finishes just slightly bitter.",fantastic body on a kinda meh flavor profile
,,,Salvator,BOCKS,Doppelbock,PAULANER BRAUEREI MÜNCHEN,"Munich, GERMANY",7.9%,6.2,4.8,5.5,"Super smooth and a pleasant, dry bitterness.","funky ass smell, ever so slight taste of Jerry Red, crystal clear and very little bubbles seems to be the brand's schtick"
,,,Poretti 6 Luppoli Bock Rossa,BOCKS,Bock,BIRRIFICO ANGELO PORETTI,"Induna Olona, ITALY",7.0%,6.0,4.8,5.4,"Slightly bitter and boozey, otherwise pretty decent roasty, malty, toasty beer.","its aight, not bad, not good"
,,,Shiner Bock,BOCKS,Bock,SPOETZL BREWERY,"Shiner, TX",4.5%,5.2,5.0,5.1,"I guess I like doppels better. Smooth, but the finish is kind of bland. ",Tastes like Beer!™
,,,Samuel Adams Winter Lager,BOCKS,Bock,BOSTON BEER COMPANY,"Boston, MA",5.6%,4.8,5.1,5.0,"Citrus-y, hoppy lager with no grass. Not bad as an NPC drink. ",slight hop with citrus notes and strong wheat
,,,Weltenburger Kloster Asam Bock,BOCKS,Doppelbock,KLOSTERBRAUEREI WELTENBURG,"Weltenburg, GERMANY",7.3%,4.6,4.8,4.7,Too sweet to have with food. Not enough fizz means it comes off like a sweet porter.,"sweet but not too sweet but too sweet with food, dark toffee almost stout/porter wise, how the fuck do ppl drink a big bottle of this"
,,,Zilkernator,BOCKS,Doppelbock,ZILKER BREWING COMPANY,"Austin, TX",7.5%,,4.2,,,"a really light bock, kinda fizzy on the tongue but not really the typical bock notes"
,,,Andygator,BOCKS,Maibock,ABITA BREWING COMPANY,"Covington, LA",8.0%,4.4,3.5,4.0,"Thick body with hints of caramel, but man you taste the alcohol.",a weird bitter that lingers
,,,German Springtime Lager,BOCKS,Maibock,STOUP BREWING,"Seattle, WA",6.8%,,4.0,,,"eh, very dry, light, meh"
,,,Samichlaus Classic,BOCKS,Doppelbock,BRAUEREI SCHLOSS EGGENBERG,"Vorchdorf, AUSTRIA",14.0%,3.0,2.7,2.9,"Funky medicine SYRUP. I'm not kidding, it's so goddamn sweet. ","sickeningly sweet, but imagine a 40 of this lmao 14% holy shit"
,,,Ayinger Weizenbock,BOCKS,Weizenbock,AYINGER PRIVATBRAUEREI,"Aying, GERMANY",7.1%,,,,,
,,,Ayinger Maibock,BOCKS,Maibock,AYINGER PRIVATBRAUEREI,"Aying, GERMANY",7.0%,,,,,
,,,Ayinger Winterbock,BOCKS,Bock,AYINGER PRIVATBRAUEREI,"Aying, GERMANY",6.7%,,,,,
🆕,,,"Hofbräu Winter Spezial",BOCKS,Doppelbock,STAATLICHES HOFBRÄUHAUS IN MÜNCHEN,"Munich, GERMANY",8.4%,,,,,
,⭐,⭐,Banana Bread Beer,HYBRID / SPECIALTY BEERS,Fruit and Field Beer,CARLSBERG MARSTONS BREWING COMPANY,"Bedford, ENGLAND",5.2%,7.8,7.5,7.7,10/10 execution. Great fun for first timers and doesn't get gross.,exactly as advertised...also fking absolutely golden color
,,,Halo Halo,HYBRID / SPECIALTY BEERS,Fruit and Field Beer,GOLDEN ROAD BREWING,"Los Angeles, CA",5.5%,6.8,6.9,6.9,"Points for actually being ube beer. I don't know how. Would not want an entire pint, though.",how the fuck did they make this
,,,Summer Solstice,HYBRID / SPECIALTY BEERS,Cream Ale,ANDERSON VALLEY BREWING COMPANY,"Philo, CA",5.0%,6.5,7.2,6.9,Vanilla caramel cream. With fizz.,"buttery, vanilla, cream, and all that mmmm"
,,,Crafty Radler ,HYBRID / SPECIALTY BEERS,Fruit and Field Beer,PUMPHOUSE BREWERY,"Longmont, CO",4.7%,6.7,6.7,6.7,More grapefruit than Squirt!,actual soda
,,,Hon Kirin Winter Special,HYBRID / SPECIALTY BEERS,Happoshu,KIRIN COMPANY,"Yokohama, JAPAN",6.0%,6.7,,,Can actually taste the barley. Very rich and malty pseudo-lager. ,
,,,Paulaner Grapefruit Radler,HYBRID / SPECIALTY BEERS,Fruit and Field Beer,PAULANER BRAUEREI MÜNCHEN,"Munich, GERMANY",2.5%,6.5,6.6,6.6,"Easy rec, but it's more soda than beer.",a good grapefruit soda
,,,BJ's Pumpkin Ale,HYBRID / SPECIALTY BEERS,Pumpkin Beer,BJ'S BREWHOUSE,"West Covina, CA",4.7%,6.6,6.1,6.4,"Smells really spiced and tastes almost savory. Pinstagram basic bitch ""fall is here"" vibes. ","deeper red with pumpkin spice, way better than i expected"
,,,Common Have a Pint ,HYBRID / SPECIALTY BEERS,"California Common / 
Steam Beer",DESCHUTES BREWERY,"Bend, OR",4.7%,6.4,6.3,6.4,"Slight hoppiness that leaves a dry, crisp finish. Just enough bitter backed up with great malt. ","great fer chuggin, light and nice dryness in the end of the chug"
,,,Locust Vanilla Bean,HYBRID / SPECIALTY BEERS,Cider,LOCUST CIDER,"Woodinville, WA",5.0%,5.8,7.0,6.4,"Ever had a Jones vanilla soda? It's that, with apples. How 'bout them apples. ",this...is really fucking good
,,,Honest Abe Lychee Mead,HYBRID / SPECIALTY BEERS,Mead,THE HONEST ABE CIDER HOUSE & MEADERY,"Gardena, CA",8.5%,6.7,5.6,6.2,不太甜。,"slightly medicinal, but this shit is soda"
,,,I'm a Little Lad That Likes Berries & Cream,HYBRID / SPECIALTY BEERS,Fruit and Field Beer,VILLAINS BREWING COMPANY,"Anaheim, CA",7.7%,6.2,6.0,6.1,Raspberry vanilla gose-ish soda.,this is a soda
,,,Locust Cinnful Cranberry,HYBRID / SPECIALTY BEERS,Cider,LOCUST CIDER,"Woodinville, WA",6.0%,5.8,6.2,6.0,Cinnamon Christmas Thanksgiving cider. ,christmas morning
,,,Clear Asahi,HYBRID / SPECIALTY BEERS,Happoshu,ASAHI BREWERIES,"Osaka, JAPAN",5.0%,6.1,5.7,5.9,"Lighter in flavor but much, much crisper than standard Asahi. ",mug minus one
,,,Suntory Kinmugi Rich Malt,HYBRID / SPECIALTY BEERS,Happoshu,SUNTORY,"Osaka, JAPAN",5.0%,6.2,5.6,5.9,Maltier and more traditionally lager-y than Asahi Clear. Almost a pilsner. ,"ever so richer than pheonix, but i still prefer the pheonix"
,,,Coedo Beniaka,HYBRID / SPECIALTY BEERS,Happoshu,KYODO SHOJI KOEDO BREWERY,"Saitama, JAPAN",7.0%,6.3,4.8,5.6,Doesn't take too much effort to taste the sweet potato. Points for uniqueness. Slightly too sweet. ,"malty af, sweet af, sweet potato af"
,,,Hitachino Nest Pirika,HYBRID / SPECIALTY BEERS,Herb and Spice Beer,KIUCHI BREWERY,"Ibaraki, JAPAN",4.5%,5.2,6.0,5.6,"Not getting any of the advertised notes. Thought it was nice because no grass, but it's not an IPA.","a very nice ""ipa"" zero grass, nice and light, extrememly yuzu"
,,,Orion Mugi Shokunin,HYBRID / SPECIALTY BEERS,Happoshu,ORION BREWERIES,"Okinawa, JAPAN",5.5%,5.6,5.5,5.6,"Not better than standard Orion, just different. Can definitely taste the barley. ",orion puhlasu
,,,Samuel Adams Porch Rocker Radler,HYBRID / SPECIALTY BEERS,Fruit and Field Beer,BOSTON BEER COMPANY,"Boston, MA",4.5%,4.8,6.1,5.5,Way better than seltzers and way less sweet than wine coolers. Not a bad sipper.,replace white claws with these instead
,,,"Tepache Sazón",HYBRID / SPECIALTY BEERS,Fruit and Field Beer,TEPACHERIA SAZON,"Nayarit, MEXICO",7.0%,,5.5,,,"nice and mellow pina flavor, with very little fizz, got the last bottle at alexander's lol"
,,,GLITTERis Pride Berry Cream Ale,HYBRID / SPECIALTY BEERS,Cream Ale,ELYSIAN BREWING COMPANY,"Seattle, WA",4.4%,5.5,5.3,5.4,"Disgusting name, decent drink. Fruity, raspberry soda that isn't too sour. No cream whatsoever.","light notes of berry with even lighter notes of cream ale, but overall a decent drink"
,,,Anchor Steam Beer,HYBRID / SPECIALTY BEERS,"California Common / 
Steam Beer",ANCHOR BREWING COMPANY,"San Francisco, CA",4.9%,5.5,5.0,5.3,Uniquely tart. Bitter but pleasant finish.,hmm that's new
,,,Briney Melon Gose,HYBRID / SPECIALTY BEERS,Gose,ANDERSON VALLEY BREWING COMPANY,"Boonville, CA",4.2%,4.9,5.4,5.2,Slight hint of Jolly Rancher watermelon peeking through at the end. ,"best gose yet, jolly rancher with signature butter finish"
,,,Dream Patch Fruited Sour,HYBRID / SPECIALTY BEERS,Flanders Red Ale,BREWERY OMMEGANG,"Coppertown, NY",6.5%,5.1,5.3,5.2,"Better than any gose, IMO. Not too sour, like a jolly rancher or sour patch kid.","actually tasty, nice raspberry and cherry front and center"
,,,Samuel Smith Organic Strawberry,HYBRID / SPECIALTY BEERS,Fruit and Field Beer,SAMUEL SMITH OLD BREWERY,"Tadcaster, ENGLAND",5.1%,6.0,4.4,5.2,RESPECT THE POUCH©,"alcoholic fruit juice, a wrench thrown into the night of lagers"
,,,Golden Road Pumpkin Ale,HYBRID / SPECIALTY BEERS,Pumpkin Beer,GOLDEN ROAD BREWING,"Los Angeles, CA",5.5%,4.8,5.3,5.1,Fizzier and lighter body than BJ's. Lighter in taste and spice as well.,"""slightly better than the BJ's pumpkin"" - a liar (this was me)"
,,,Harland Raspberry Yuzu Sour,HYBRID / SPECIALTY BEERS,Fruit and Field Beer,HARLAND BREWING COMPANY,"San Diego, CA",6.0%,4.7,5.5,5.1,"Yuzu comes out peppery. Not getting any raspberry though, almost all grapefruit. ",raspberry vitamin c packets
,,,Locust Blackberry,HYBRID / SPECIALTY BEERS,Cider,LOCUST CIDER,"Woodinville, WA",6.0%,4.5,5.6,5.1,Tasted the same as the blueberry. Kinda just apple cider with some generic berry added. ,"nice and mellow, not too sweet, not too sour, blueberry undertones"
,,,Amstel Radler,HYBRID / SPECIALTY BEERS,Fruit and Field Beer,AMSTEL BROUWERIJ,"Zoeterwoude, NETHERLANDS",2.0%,5.0,,,Slightly alcoholic fizzy lemonade.,
,,,Cali Creamin' Creamsicle,HYBRID / SPECIALTY BEERS,Cream Ale,MOTHER EARTH BREWING COMPANY,"Vista, CA",5.5%,4.2,5.3,4.8,Self-explanatory. Pretty okay. ,"the can is actually significantly worse, draft/nitro is most definitely the way to enjoy this (7.1 for the draft, i had like 3 orders of this)"
,,,Locust Honey Pear,HYBRID / SPECIALTY BEERS,Cider,LOCUST CIDER,"Woodinville, WA",6.0%,4.4,5.0,4.7,Apple cider with some pear if I think REALLY hard. None of these ciders are particularly fizzy. ,"passing apple cider, actual stealth pear"
,,,Santification,HYBRID / SPECIALTY BEERS,Brett Beer,RUSSIAN RIVER BREWING COMPANY,"Santa Rosa, CA",4.8%,4.5,4.9,4.7,"Mildly sour, watery blonde ale.","an okay ""blonde ale"", slight tartness"
,,,Tangerine Wheat,HYBRID / SPECIALTY BEERS,Fruit and Field Beer,LOST COAST BREWERY,"Eureka, CA",5.5%,5.2,4.2,4.7,Super sweet citrus-y fragrance that translates to taste but just barely. ,"citrus and nothing else, pretty interesting drink"
,,,Free Smoke Smoked Helles,HYBRID / SPECIALTY BEERS,Smoked Beer,CLOUDBURST BREWING,"Seattle, WA",5.4%,3.8,5.4,4.6,"Liquid smoke, diluted with beer, carbonated. ","a delicately smoked beer, bu tai yian"
,,,Yuzu the Dragon,HYBRID / SPECIALTY BEERS,Fruit and Field Beer,BJ'S BREWHOUSE,"West Covina, CA",4.4%,4.0,5.2,4.6,Sour.,ching chong ling long ting tong
,,,Anderson Valley Cherry Gose,HYBRID / SPECIALTY BEERS,Gose,ANDERSON VALLEY BREWING COMPANY,"Boonville, CA",4.2%,4.4,4.5,4.5,Better than White Claw. Like a spiked lemonade with cut sugar. ,"way better than the hazy sour ale, like a fruity seltzer but with actual flavor"
,,,Fulanita,HYBRID / SPECIALTY BEERS,Berliner Weisse,BREWJERIA COMPANY,"Pico Rivera, CA",4.5%,4.9,4.0,4.5,No particular fruit flavor. Tangy and fizzy. On the sweet side for a sour. ,"""berliner weisse"" my asshole, sour like a jolly rancher"
